freq,siec,nrg_cons,unit,tax,currency,geo,time,value,dataset
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2007-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2007-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2008-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2008-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2009-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2009-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2010-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2010-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2011-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2011-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2012-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2012-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2013-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2013-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2014-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2014-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2015-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2015-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017-S2,0.1191,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2018-S1,0.1273,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2018-S2,0.1295,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019-S1,0.1367,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019-S2,0.1446,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2020-S1,0.1608,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2020-S2,0.1625,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2021-S1,0.16,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2021-S2,0.1623,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2022-S1,0.2078,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2022-S2,0.2527,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2023-S1,0.2662,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2023-S2,0.2534,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2024-S1,0.2467,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2024-S2,0.2413,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025-S1,0.2301,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025-S2,0.2258,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2007-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2007-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2008-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2008-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2009-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2009-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2010-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2010-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2011-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2011-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2012-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2012-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2013-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2013-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2014-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2014-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2015-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2015-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2016-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2016-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2017-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2017-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2018-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2018-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2019-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2019-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2020-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2020-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2021-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2021-S2,0.2021,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2022-S1,0.2656,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2022-S2,0.3819,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2023-S1,0.356,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2023-S2,0.2776,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2024-S1,0.2394,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2024-S2,0.2478,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2025-S1,0.2762,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2025-S2,0.2758,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2007-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2007-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2008-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2008-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2009-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2009-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2010-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2010-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2011-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2011-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2012-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2012-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2013-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2013-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2014-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2014-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2015-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2015-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2016-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2016-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2017-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2017-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2018-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2018-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2019-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2019-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2020-S1,,electricity_prices
