freq,nrg_bal,unit,geo,time,value,dataset
Annual,Renewable energy - overall,Percentage,Germany,2009,10.851,renewables_share
Annual,Renewable energy - overall,Percentage,Germany,2010,11.667,renewables_share
Annual,Renewable energy - overall,Percentage,Germany,2011,12.47,renewables_share
Annual,Renewable energy - overall,Percentage,Germany,2012,13.549,renewables_share
Annual,Renewable energy - overall,Percentage,Germany,2013,13.757,renewables_share
Annual,Renewable energy - overall,Percentage,Germany,2014,14.381,renewables_share
Annual,Renewable energy - overall,Percentage,Germany,2015,14.901,renewables_share
Annual,Renewable energy - overall,Percentage,Germany,2016,14.885,renewables_share
Annual,Renewable energy - overall,Percentage,Germany,2017,15.472,renewables_share
Annual,Renewable energy - overall,Percentage,Germany,2018,16.66,renewables_share
Annual,Renewable energy - overall,Percentage,Germany,2019,17.266,renewables_share
Annual,Renewable energy - overall,Percentage,Germany,2020,19.09,renewables_share
Annual,Renewable energy - overall,Percentage,Germany,2021,19.302,renewables_share
Annual,Renewable energy - overall,Percentage,Germany,2022,20.829,renewables_share
Annual,Renewable energy - overall,Percentage,Germany,2023,21.512,renewables_share
Annual,Renewable energy - overall,Percentage,Germany,2024,22.474,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2004,18.42,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2005,17.478,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2006,16.011,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2007,17.139,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2008,18.811,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2009,23.009,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2010,24.575,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2011,25.515,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2012,25.586,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2013,25.356,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2014,26.13,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2015,28.987,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2016,29.232,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2017,29.538,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2018,29.97,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2019,31.73,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2020,30.069,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2021,37.342,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2022,38.542,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2023,40.95,renewables_share
Annual,Renewable energy - overall,Percentage,Estonia,2024,42.232,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2004,2.378,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2005,2.822,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2006,3.073,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2007,3.497,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2008,3.979,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2009,5.243,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2010,5.755,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2011,6.605,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2012,7.029,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2013,7.521,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2014,8.516,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2015,9.083,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2016,9.189,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2017,10.52,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2018,10.942,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2019,11.979,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2020,16.16,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2021,12.945,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2022,13.017,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2023,15.243,renewables_share
Annual,Renewable energy - overall,Percentage,Ireland,2024,16.064,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2004,7.161,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2005,7.277,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2006,7.458,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2007,8.249,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2008,8.183,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2009,8.731,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2010,10.077,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2011,11.153,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2012,13.741,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2013,15.326,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2014,15.683,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2015,15.69,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2016,15.39,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2017,17.3,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2018,18.001,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2019,19.633,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2020,21.749,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2021,22.001,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2022,22.671,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2023,25.269,renewables_share
Annual,Renewable energy - overall,Percentage,Greece,2024,25.364,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2004,8.345,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2005,8.444,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2006,9.156,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2007,9.667,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2008,10.744,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2009,12.958,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2010,13.782,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2011,13.176,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2012,14.239,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2013,15.081,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2014,15.879,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2015,16.221,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2016,17.015,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2017,17.118,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2018,17.023,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2019,17.852,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2020,21.22,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2021,20.552,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2022,21.837,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2023,24.981,renewables_share
Annual,Renewable energy - overall,Percentage,Spain,2024,25.417,renewables_share
Annual,Renewable energy - overall,Percentage,France,2004,9.319,renewables_share
Annual,Renewable energy - overall,Percentage,France,2005,9.272,renewables_share
Annual,Renewable energy - overall,Percentage,France,2006,8.936,renewables_share
Annual,Renewable energy - overall,Percentage,France,2007,9.426,renewables_share
Annual,Renewable energy - overall,Percentage,France,2008,11.188,renewables_share
Annual,Renewable energy - overall,Percentage,France,2009,12.215,renewables_share
Annual,Renewable energy - overall,Percentage,France,2010,12.671,renewables_share
Annual,Renewable energy - overall,Percentage,France,2011,10.813,renewables_share
Annual,Renewable energy - overall,Percentage,France,2012,13.239,renewables_share
Annual,Renewable energy - overall,Percentage,France,2013,13.88,renewables_share
Annual,Renewable energy - overall,Percentage,France,2014,14.362,renewables_share
Annual,Renewable energy - overall,Percentage,France,2015,14.803,renewables_share
Annual,Renewable energy - overall,Percentage,France,2016,15.451,renewables_share
Annual,Renewable energy - overall,Percentage,France,2017,15.847,renewables_share
Annual,Renewable energy - overall,Percentage,France,2018,16.384,renewables_share
Annual,Renewable energy - overall,Percentage,France,2019,17.174,renewables_share
Annual,Renewable energy - overall,Percentage,France,2020,19.109,renewables_share
Annual,Renewable energy - overall,Percentage,France,2021,19.391,renewables_share
Annual,Renewable energy - overall,Percentage,France,2022,20.33,renewables_share
Annual,Renewable energy - overall,Percentage,France,2023,22.462,renewables_share
Annual,Renewable energy - overall,Percentage,France,2024,23.229,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2004,23.404,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2005,23.691,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2006,22.668,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2007,22.161,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2008,21.986,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2009,23.596,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2010,25.103,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2011,25.389,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2012,26.757,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2013,28.04,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2014,27.817,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2015,28.969,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2016,28.266,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2017,27.28,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2018,28.047,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2019,28.466,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2020,31.023,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2021,31.285,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2022,28.088,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2023,28.088,renewables_share
Annual,Renewable energy - overall,Percentage,Croatia,2024,26.477,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2004,6.316,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2005,7.549,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2006,8.328,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2007,9.807,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2008,11.492,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2009,12.775,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2010,13.023,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2011,12.881,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2012,15.441,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2013,16.741,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2014,17.082,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2015,17.525,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2016,17.415,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2017,18.267,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2018,17.796,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2019,18.181,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2020,20.359,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2021,18.888,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2022,18.826,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2023,19.179,renewables_share
Annual,Renewable energy - overall,Percentage,Italy,2024,19.385,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2004,3.071,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2005,3.131,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2006,3.263,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2007,4.001,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2008,5.131,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2009,5.92,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2010,6.161,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2011,6.245,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2012,7.111,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2013,8.428,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2014,9.144,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2015,9.903,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2016,9.833,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2017,10.478,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2018,13.873,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2019,13.777,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2020,16.879,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2021,19.069,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2022,19.427,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2023,20.213,renewables_share
Annual,Renewable energy - overall,Percentage,Cyprus,2024,20.844,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2004,32.794,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2005,32.264,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2006,31.141,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2007,29.615,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2008,29.811,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2009,34.317,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2010,30.375,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2011,33.478,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2012,35.709,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2013,37.037,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2014,38.629,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2015,37.538,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2016,37.138,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2017,39.008,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2018,40.019,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2019,40.929,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2020,42.132,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2021,42.112,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2022,43.786,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2023,43.25,renewables_share
Annual,Renewable energy - overall,Percentage,Latvia,2024,45.535,renewables_share
Annual,Renewable energy - overall,Percentage,Lithuania,2004,17.221,renewables_share
Annual,Renewable energy - overall,Percentage,Lithuania,2005,16.768,renewables_share
Annual,Renewable energy - overall,Percentage,Lithuania,2006,16.887,renewables_share
Annual,Renewable energy - overall,Percentage,Lithuania,2007,16.482,renewables_share
Annual,Renewable energy - overall,Percentage,Lithuania,2008,17.824,renewables_share
Annual,Renewable energy - overall,Percentage,Lithuania,2009,19.798,renewables_share
