freq,siec,nrg_cons,unit,tax,currency,geo,time,value
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2023-07-01,0.2534
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2024-01-01,0.2467
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2024-07-01,0.2413
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025-01-01,0.2301
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025-07-01,0.2258
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2021-07-01,0.2021
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2022-01-01,0.2656
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2022-07-01,0.3819
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2023-01-01,0.356
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2023-07-01,0.2776
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2024-01-01,0.2394
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2024-07-01,0.2478
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2025-01-01,0.2762
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Belgium,2025-07-01,0.2758
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2021-07-01,0.0909
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2022-01-01,0.0909
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2022-07-01,0.0958
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2023-01-01,0.0947
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2023-07-01,0.0995
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2024-01-01,0.0988
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2024-07-01,0.1013
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2025-01-01,0.1079
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Bulgaria,2025-07-01,0.1128
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Czechia,2021-07-01,0.152
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Czechia,2022-01-01,0.1805
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Czechia,2022-07-01,0.1962
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Czechia,2023-01-01,0.2502
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Czechia,2023-07-01,0.2487
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Czechia,2024-01-01,0.2476
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Czechia,2024-07-01,0.2424
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Czechia,2025-01-01,0.2315
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Czechia,2025-07-01,0.2325
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Denmark,2021-07-01,0.1485
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Denmark,2022-01-01,0.2372
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Denmark,2022-07-01,0.3637
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Denmark,2023-01-01,0.2973
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Denmark,2023-07-01,0.1823
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Denmark,2024-01-01,0.1859
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Denmark,2024-07-01,0.1903
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Denmark,2025-01-01,0.1798
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Denmark,2025-07-01,0.166
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2021-07-01,0.1647
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2022-01-01,0.196
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2022-07-01,0.2435
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2023-01-01,0.3066
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2023-07-01,0.3006
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2024-01-01,0.2933
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2024-07-01,0.2939
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2025-01-01,0.274
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2025-07-01,0.2772
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Estonia,2021-07-01,0.151
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Estonia,2022-01-01,0.157
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Estonia,2022-07-01,0.1861
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Estonia,2023-01-01,0.16
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Estonia,2023-07-01,0.1703
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Estonia,2024-01-01,0.1651
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Estonia,2024-07-01,0.1608
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Estonia,2025-01-01,0.1669
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Estonia,2025-07-01,0.1608
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2020-01-01,0.1947
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2020-07-01,0.2092
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2021-01-01,0.1999
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2021-07-01,0.2299
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2022-01-01,0.2557
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2022-07-01,0.3665
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2023-01-01,0.4305
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2023-07-01,0.4437
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2024-01-01,0.3695
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2024-07-01,0.3649
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2025-07-01,0.3416
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Greece,2021-07-01,0.1635
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Greece,2022-01-01,0.2923
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Greece,2022-07-01,0.453
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Greece,2023-01-01,0.1975
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Greece,2023-07-01,0.2008
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Greece,2024-01-01,0.2051
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Greece,2024-07-01,0.2058
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Greece,2025-01-01,0.2141
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Greece,2025-07-01,0.2064
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Spain,2021-07-01,0.1876
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Spain,2022-01-01,0.2676
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Spain,2022-07-01,0.302
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Spain,2023-01-01,0.2315
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Spain,2023-07-01,0.2239
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Spain,2024-01-01,0.2032
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Spain,2024-07-01,0.2062
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Spain,2025-01-01,0.1967
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Spain,2025-07-01,0.1987
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,France,2021-07-01,0.1316
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,France,2022-01-01,0.1539
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,France,2022-07-01,0.1648
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,France,2023-01-01,0.1834
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,France,2023-07-01,0.2094
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,France,2024-01-01,0.2147
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,France,2024-07-01,0.2161
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,France,2025-01-01,0.1848
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,France,2025-07-01,0.1727
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2021-07-01,0.1033
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2022-01-01,0.1081
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2022-07-01,0.1182
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2023-01-01,0.1238
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2023-07-01,0.1226
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2024-01-01,0.1227
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2024-07-01,0.1222
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2025-01-01,0.1363
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2025-07-01,0.1381
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2021-07-01,0.1982
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2022-01-01,0.293
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2022-07-01,0.3475
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2023-01-01,0.3499
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2023-07-01,0.2775
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2024-01-01,0.2737
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2024-07-01,0.2561
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2025-01-01,0.2823
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2025-07-01,0.2485
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Cyprus,2021-07-01,0.1462
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Cyprus,2022-01-01,0.1675
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Cyprus,2022-07-01,0.2598
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Cyprus,2023-01-01,0.2345
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Cyprus,2023-07-01,0.2149
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Cyprus,2024-01-01,0.2142
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Cyprus,2024-07-01,0.2156
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Cyprus,2025-01-01,0.1987
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Cyprus,2025-07-01,0.1996
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2021-07-01,0.1443
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2022-01-01,0.1802
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2022-07-01,0.2461
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2023-01-01,0.2609
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2023-07-01,0.2812
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2024-01-01,0.2506
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2024-07-01,0.2343
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2025-01-01,0.2204
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2025-07-01,0.2182
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2021-07-01,0.1142
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2022-01-01,0.1218
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2022-07-01,0.2044
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2023-01-01,0.2487
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2023-07-01,0.1992
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2024-01-01,0.1957
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2024-07-01,0.1847
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2025-01-01,0.1831
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2025-07-01,0.1718
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,Excluding taxes and levies,Euro,Luxembourg,2021-07-01,0.1387
